id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
3030123,B&B on world famous Frenchmen St.,15433610,Emily,,Marigny,29.96428,-90.05711,Private room,,30,0,,,1,0,0,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
3038967,"Uptown Gem, Amazing Location!",15474674,Anne,,Audubon,29.92264,-90.1257,Entire home/apt,900,30,0,,,1,365,0,
3057022,Best Block in the Bywater,4575123,Daniel,,Bywater,29.96222,-90.04297,Entire home/apt,185,1,488,2024-03-03,4.11,3,231,55,"23-NSTR-17516, 23-OSTR-14790"
3145166,Down the block from Tulane - Uptown,15967427,Liana,,Audubon,29.94149,-90.12396,Entire home/apt,190,3,154,2024-03-10,1.31,1,216,23,"21-RSTR-13536, 21-OSTR-16166"
3167890,Guest House Near Audubon Park,12212206,Natalie,,Audubon,29.93357,-90.13059,Entire home/apt,,30,215,2023-08-06,1.82,1,0,18,"22-RSTR-02846, 23-OSTR-03082"
3171746,Beautiful 1 bdrm condo-Marigny,255794,Kirk,,Marigny,29.96474,-90.05183,Entire home/apt,79,30,163,2021-12-29,1.37,1,169,0,
3173801,Arts District Gem - Les Carillons,10660778,Lee Ann,,Central Business District,29.94519,-90.06985,Entire home/apt,1424,31,14,2022-09-25,0.12,1,293,0,"21-CSTR-05696, 21-OSTR-05697"
3181963,"Camelback Guesthouse Apt 3, 2 bedroom",16133905,Corinna,,Central City,29.93317,-90.08628,Entire home/apt,204,30,45,2024-01-02,0.38,2,210,3,"20STR-00557, 20-OSTR-00558"
3189828,Walk to French Quarter /Jazz Fest 2,3725969,April,,Treme - Lafitte,29.97014,-90.0714,Entire home/apt,109,2,590,2024-02-23,5.04,2,178,54,"22-RSTR-14397, 22-ostr-11373"
3257647,Guesthouse W/ Beautiful Courtyard!,16474497,Kristen,,Central City,29.93273,-90.08451,Entire home/apt,85,30,278,2023-06-06,2.41,1,180,9,"19STR-19282, 20OSTR-38951"
3268071,1850s cottage close to French Q.& Jazz Fest,13303469,Rian,,Marigny,29.96437,-90.06001,Entire home/apt,170,30,37,2022-05-22,0.40,1,95,0,"22STR-15084, 22OSTR-15084"
3364097,Tropical OASIS Getaway with a Private Pool & Spa,16972947,Gary,,Irish Channel,29.92193,-90.08648,Entire home/apt,366,2,405,2024-02-29,4.15,2,121,52,"23-NSTR-15607, 23-OSTR-02211"
3386674,"Comfy Home Walk 2 French Quarter, Faubourg Marigny",7319703,Donald,,Seventh Ward,29.96832,-90.06153,Entire home/apt,162,1,391,2024-02-25,3.33,5,276,26,"22-CSTR-21259, 22-OSTR-21305"
3394403,Luxury & modern 2 bedroom & 1 bath,14452930,Sevetri,,Central Business District,29.95408,-90.07524,Entire home/apt,189,30,0,,,1,268,0,
3430843,Sunny Loft Near Street Car and CBD!,14485761,Thomas,,Lower Garden District,29.93509,-90.07158,Entire home/apt,,30,297,2023-11-28,2.52,2,37,2,"19STR-21030, 19-OSTR-0000"
3528642,The Victorian Plum 18str-04594 permit number,17763825,Victor,,Leonidas,29.95002,-90.13051,Entire home/apt,517,30,27,2020-02-09,0.24,1,365,0,
3576484,The Okra Inn's Twin Bedroom: On Canal Streetcar,2707644,Lindsay,,Mid-City,29.97596,-90.0995,Private room,,1,119,2021-08-22,1.03,14,0,0,"21-CSTR-08128, 20-OSTR-02677"
3679748,Charming Gentilly Home for Vaccinated Travelers!,18703504,Emma,,Gentilly Terrace,30.00419,-90.04974,Private room,95,2,67,2023-07-03,0.59,1,345,3,"20-RSTR-2004, 20-OSTR-2003"
3686820,Luxury and Charm Rt Off Audubon Park,18760642,Anne,,Audubon,29.92291,-90.12351,Entire home/apt,130,30,41,2023-05-15,0.63,1,322,3,"21RSTR-20689, 20OSTR-03051"
3688447,Heart of the City,13521885,Andrietta,,Central City,29.94152,-90.07943,Private room,101,2,143,2024-03-04,1.50,2,25,21,"22-RSTR-08951, 23-OSTR-08966"
3757755,Irish Channel Suite,19189715,Ariana,,Irish Channel,29.92148,-90.08523,Entire home/apt,89,2,429,2024-02-24,3.70,1,0,44,"20-RSTR-33453, 22-OSTR-06802"
3774603,"NEW ORLEANS, LA - THE BIG EASY !",85132,Sanford,,Central City,29.93403,-90.08137,Private room,,30,2,2022-02-28,0.04,8,363,0,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
3858460,Frenchmen GEM! Courtyard! Walk to French Quarter!,19859194,Jay,,Marigny,29.96802,-90.0587,Entire home/apt,192,1,122,2024-03-03,1.06,7,222,22,"19STR-00585, 20-OSTR-70214"
3883015,HISTORIC ART LOFT near French Quarter & FRENCHMEN!,20076772,AnnMarie,,Marigny,29.966716766357422,-90.0553970336914,Entire home/apt,281,3,191,2024-02-26,1.66,3,117,17,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
3971392,Updated 2BD in the heart of uptown,20582466,Paul,,East Carrollton,29.94467,-90.12797,Entire home/apt,,2,18,2020-02-04,0.16,1,0,0,"19str-21744, 19-OSTR-00000"
3979913,Little Green House in the LGD - 30 Night Minimum,20628188,Hilary,,Lower Garden District,29.93738,-90.07337,Entire home/apt,,30,78,2023-02-10,0.76,2,0,0,
4008104,Uptown home near Tulane/Loyola/Riverbend/Streetcar,20782842,Lisa,,Leonidas,29.950309925375254,-90.12883475640446,Entire home/apt,,4,60,2023-11-25,0.53,1,0,1,"19STR-20272, 19-OSTR-20272"
4013485,Three Bedroom Cottage Permit #19-STR-22181,6027394,Lisa,,Gentilly Terrace,30.00426,-90.05526,Entire home/apt,99,30,162,2021-11-06,1.41,1,364,0,19STR-22181
4033229,Steward's Place | New Orleans Vacation Rental,20910802,Charley Lynn,,St. Roch,29.97038,-90.05695,Entire home/apt,252,3,155,2023-11-05,1.34,2,317,8,"21-RSTR-12242, 21-OSTR-15494"
4083795,Upt- Freret #1 long term specialist -see reviews!,4806326,Joey,,Audubon,29.93131,-90.11237,Entire home/apt,61,30,42,2024-02-29,0.37,2,240,3,"22RSTR-03737, 22-OSTR-03737"
4102478,Charming NOLA shotgun-  fantastic neighborhood,4863786,Mark,,Fairgrounds,29.98046,-90.08241,Entire home/apt,142,4,80,2023-11-06,0.70,1,21,8,"19STR-20328, 20-ostr-0000"
4191305,Perfect for Large Groups!,21694312,Felicia,,Hollygrove,29.96401,-90.12522,Entire home/apt,325,3,98,2024-02-26,0.95,3,0,13,"22-RSTR-08385, 22-OSTR-06887"
4197613,Uptown 9 mins to French Quarter 3 blks to Magazine,21776430,Dennis,,East Riverside,29.91912,-90.09132,Entire home/apt,81,30,139,2022-05-09,1.21,1,89,0,
4205260,Adorable 2br Uptown Cottage,18535961,Lucien,,Central City,29.93818,-90.08208,Entire home/apt,90,30,353,2023-10-22,3.08,1,113,4,"18STR-15889, 19-OSTR-00000"
4222053,Vincent’s Hideaway,21911401,Tamarin Steve,,Milan,29.93252,-90.10072,Entire home/apt,164,2,350,2024-01-02,3.05,1,277,29,"21-RSTR-17552, 21-OSTR-17522"
4227036,Two story gem near park & streetcar,2073994,Anne,,City Park,29.9807,-90.09502,Entire home/apt,,3,111,2023-11-26,1.02,1,0,3,"20STR-02827, 20-OSTR-02827"
4325824,"Uptown Cottage steps to Magazine st, parades, more",22462853,Shawna,,East Riverside,29.92009,-90.09751,Entire home/apt,275,3,31,2022-04-24,0.28,1,158,0,"20RSTR-03174, 20-OSTR-0249"
4388334,13Bungalow hot spotMAGAZINE ST./Hot Tub/Pet,4981655,Jim And Mikki,,St. Thomas Dev,29.93187,-90.07294,Entire home/apt,103,2,406,2024-02-25,3.56,5,310,45,"22cstr-09730, 20ostr-01286"
4391521,"The Red Bayou House, Whimsical, Comfortable, Chic",3596603,Ninh,,Bayou St. John,29.9765,-90.0885,Entire home/apt,364,29,128,2024-02-14,1.12,1,276,6,"20-RSTR-28281, 20-OSTR-00138"
4435548,NEW ORLEANS - Uptown Neighborhood Resort,85132,Sanford,,Central City,29.93539,-90.08118,Private room,,30,1,2022-02-27,0.04,8,0,0,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
4435784,New Orleans - PARTY CAPITAL of the SOUTH !!,85132,Sanford,,Central City,29.93522,-90.0814,Private room,,30,1,2020-02-25,0.02,8,361,0,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
4453696,Uptown/ Garden Dist. Cottage ON Magazine Street.,19788337,Chelsea,,East Riverside,29.92162,-90.09121,Entire home/apt,96,30,27,2024-02-19,0.24,1,255,2,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
4455851,Treme Getaway,6753577,Jo,,Treme - Lafitte,29.96459,-90.06646,Entire home/apt,150,30,177,2022-02-19,1.56,2,179,0,"17STR-00051, 17-OSTR-00010"
4471038,Urban Oasis.,23196811,Zachary,,St. Claude,29.96813,-90.03249,Entire home/apt,271,3,172,2023-07-17,1.52,1,359,4,"17STR-20605, 20-OSTR-02625"
4556399,Parrot Palace - Beautiful Backyard,23619270,Steven,,Central City,29.94291,-90.07586,Entire home/apt,118,2,401,2024-02-27,3.61,3,97,50,"22-CSTR-14411, 22-OSTR-04350"
4557069,Contemporary Luxury Garden Home (Downstairs Unit),23623763,Juanita,,Irish Channel,29.92262,-90.08123,Entire home/apt,,2,138,2024-02-14,1.36,2,148,7,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
4557591,New Orleans CBD/Warehouse District,23626819,Reggie,,Central Business District,29.94549,-90.07048,Entire home/apt,244,30,142,2022-07-04,1.45,1,89,0,19STR-00158
4634936,Marigny Garden Charmer with Bikes!,287733,David,,Bywater,29.96498,-90.04993,Entire home/apt,124,30,397,2024-02-21,3.56,2,293,33,"19STR-23281, 19-OSTR-0000"
4648751,Bask in this Bywater Retreat,24066377,Shannon,,St. Claude,29.96703,-90.04335,Entire home/apt,,3,169,2022-11-14,1.51,1,0,0,"20-RSTR-20974, 20-OSTR-20972"
4658307,1 BD w/ 2bikes 1 mile from quarter,9353536,Jordan,,Seventh Ward,29.97419,-90.06831,Entire home/apt,,4,196,2020-10-30,1.73,1,0,0,"17STR-06409, 19-OSTR-0000"
4671577,NEW ORLEANS - Uptown Resort,85132,Sanford,,Central City,29.93446,-90.08121,Private room,,30,1,2016-01-02,0.01,8,362,0,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
4683512,Private Uptown Cottage 1 Blk from St. Charles Ave,24181665,Trey & Beth,,Uptown,29.92705,-90.10639,Entire home/apt,154,3,159,2024-03-09,1.42,1,121,7,"19STR-24118, 19-ostr-24118"
4685932,A Cosy Bedroom with a Caribbean Touch!,18007958,Francoise,,West Riverside,29.92023,-90.10722,Private room,65,2,232,2024-03-09,2.07,1,32,30,"17STR-00560, 19-OSTR-04587"
4777423,Nola Creole Cottage  By the Street Car line,3696990,Mac,,East Carrollton,29.94324,-90.12763,Entire home/apt,80,1,661,2024-03-01,7.09,2,0,87,"21-RSTR-01711, 20-OSTR-00202"
4792145,"Historic Algiers Point, Ferry to Quarter",10769915,Josh Jeffrey,,Algiers Point,29.950996333218228,-90.05225561404623,Entire home/apt,165,3,147,2024-03-03,1.52,1,98,32,"20STR-01011, 20-OSTR-00000"
4800731,Charming Irish Channel,23975705,Shannon,,Irish Channel,29.92622,-90.08135,Entire home/apt,247,2,307,2024-02-21,2.76,1,129,44,"18STR-16697, 20-OSTR-02513"
4806146,"Easy, private, and well equipped",24757640,Ben,,Mid-City,29.97515,-90.10732,Entire home/apt,158,30,132,2023-11-01,1.18,1,247,1,"23-RSTR-15785, 23-OSTR-03799"
4821308,St. Charles Ave Home-Streetcar line,3489816,Margaret,,Central City,29.93822,-90.0748,Entire home/apt,,3,154,2023-11-25,1.38,1,265,9,"20STR-20834, 20-OSTR-01806"
4836642,Uptown Dog Friendly Duplex - Close to everything,24894819,Beth,,Uptown,29.93097,-90.10278,Entire home/apt,114,30,154,2022-08-16,2.06,1,34,0,"20-RSTR-19235, 20-OSTR-19235"
4837870,Patio Cottage near Audubon Park,4310838,Sally,,Black Pearl,29.93955,-90.13036,Entire home/apt,110,4,118,2024-02-17,1.07,1,0,9,"19STR-21531, 19-OSTR-00000"
4848552,"2BR French Quarter, Balcony! Comfort + Convenience",9632192,Susan,,Marigny,29.965066923860228,-90.05888153044032,Entire home/apt,220,2,91,2023-12-30,0.81,3,140,8,"23-RSTR-01498, 23-OSTR-00771"
4873592,Hip Marigny Guesthouse,5880301,Rita,,Bywater,29.96463,-90.0502,Entire home/apt,99,3,413,2024-03-04,3.73,2,118,42,"20-RSTR-31379, 20-OSTR-00842"
4879723,HUGE PRIVATE GARDEN w Pool 5BR/3.5 Bath,10621726,Lorenzo & Shinda,,Treme - Lafitte,29.96701,-90.06717,Entire home/apt,1429,30,22,2019-06-10,0.20,5,269,0,
4891367,1930s Spacious Fountainbleu Shared,25166988,Eilan,,Marlyville - Fontainbleau,29.95534,-90.10809,Private room,90,30,12,2019-07-30,0.11,1,364,0,
4923927,The Stanley 1 block from Frenchmen,13059899,Asia,,Marigny,29.96425,-90.05553,Private room,74,2,190,2024-02-19,1.73,8,258,19,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
4924338,Center of all things in NOLA! Great location!,22581070,Lori,,Leonidas,29.95548,-90.12414,Entire home/apt,250,2,4,2023-02-22,0.05,1,331,0,"21RSTR-01218, 21-OSTR-01222"
4924985,Uptown Chic,16862132,Trey And Megan,,Uptown,29.92242,-90.10378,Entire home/apt,141,2,354,2024-02-26,3.16,1,39,34,"19STR-24841, 21-OSTR-15495"
4941635,The Dragonfly near french qtr. heated salt pool,2775826,Lore,,Treme - Lafitte,29.97224386006448,-90.07331260573484,Entire home/apt,654,3,147,2024-02-19,1.43,2,191,11,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
4947433,"Mecca for music lovers, Frenchmen!",5770796,Sylvia,,Marigny,29.964073,-90.057892,Entire home/apt,314,2,207,2024-03-04,1.88,2,137,37,"17STR-07703, 20-OSTR-0135"
4948323,New Orleans - Jazz Central !,85132,Sanford,,Lower Garden District,29.93464,-90.07925,Private room,,30,1,2022-02-28,0.04,8,361,0,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
4966135,Uptown Trendy Neighborhd Apt  permit#22-CSTR-15959,25600476,Jerry And Patti,,Uptown,29.92424,-90.10861,Entire home/apt,175,2,196,2024-02-25,1.76,1,212,20,"17STR-06483, 19-OSTR-0000"
4983951,The Treme - King Suite,25549321,The  Treme,,Treme - Lafitte,29.96598,-90.07027,Private room,,30,55,2022-10-17,0.50,2,0,0,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
5006940,Charming Studio on Streetcar Line,4393001,Tessa,,Mid-City,29.97397,-90.0994,Entire home/apt,125,30,41,2023-07-01,0.39,1,252,3,
5012520,Live Like a Local in Historic Treme! Walk2Quarter,1675483,Lisa,,Treme - Lafitte,29.96808,-90.07118,Entire home/apt,136,2,204,2024-02-14,1.84,1,42,35,"21-RSTR-19152, 21-OSTR-20550"
5013084,Cheery hideaway near Frenchman street,8321132,Minka,,St. Roch,29.97057,-90.05526,Entire home/apt,65,30,239,2024-02-19,2.17,1,304,1,"19STR-22607, 20-OSTR-02739"
5016856,Luxury Penthouse on Bourbon Street,8118306,Eric,,Marigny,29.96466,-90.05967,Entire home/apt,236,3,169,2024-02-25,2.06,13,0,15,"22-RSTR-16780, 22-OSTR-20056"
5037769,Midcity!  Easy to French Quarter & Downtown areas!,26005508,Allison,,Mid-City,29.9716,-90.08982,Entire home/apt,225,3,187,2024-02-27,1.73,1,120,23,"20STR-21573, 20-OSTR-21572"
5039809,Spacious w/exotic garden patio. Pure NOLA,2410046,Cecilia,,Broadmoor,29.946,-90.10416,Entire home/apt,125,3,75,2023-03-31,0.78,1,274,3,"23-NSTR-14061, 23-OSTR-12677"
5057699,The Treme - Single Full,25549321,The  Treme,,Treme - Lafitte,29.96708,-90.07083,Private room,84,30,35,2022-03-27,0.32,2,0,0,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
5058414,Lovely Uptown Apt ~ 1/2  Block from St Charles Ave,14296524,M.A.,,Touro,29.926200842024787,-90.09811349758291,Entire home/apt,119,3,110,2024-02-17,1.00,1,112,15,"21-RSTR-13397, 22-OSTR-18996"
5060068,Historic Spacious 3BR Home w/Heated POOL,12210509,Milosh,,Mid-City,29.97187,-90.10429,Entire home/apt,242,1,343,2024-03-07,3.11,3,222,44,"22CSTR-17572, 22-OSTR-15895"
5065712,Historic Audubon Uptowner,11494684,Alissa,,Audubon,29.92144,-90.12691,Entire home/apt,1200,4,41,2023-05-08,0.38,2,154,3,"19-STR-21989, 20-OSTR-21989"
5077984,Bluesy Fairytale Walk 2 Frenchmen & French Quarter,25684584,Carrie,,Seventh Ward,29.97384,-90.05746,Entire home/apt,568,2,169,2024-02-15,1.54,2,312,17,"22-CSTR-00940, 21-OSTR-19876"
5082219,Historic Marigny Creole Cottage,1450094,Stephan,,Marigny,29.96569,-90.06182,Entire home/apt,,3,420,2024-02-14,3.80,1,158,51,"21-RSTR-16363, 21-OSTR-16347"
5105613,"Maison de la Royal, 7 blocks to the French Quarter",26381235,Michael & Erika,,Bywater,29.96412,-90.04993,Entire home/apt,650,3,46,2024-02-13,0.63,1,270,9,"21-CSTR-19630, 22-OSTR-20931"
5110880,NEW ORLEANS - Southern Ambiance,85132,Sanford,,Central City,29.93525,-90.08129,Private room,,30,0,,,8,362,0,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
5136284,EXPERIENCE HISTORIC New Orleans,85132,Sanford,,Lower Garden District,29.934,-90.08042,Private room,,30,1,2019-02-19,0.02,8,361,0,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
5144861,Studio Mid City Apartment!,26598201,Freddy,,Mid-City,29.96886,-90.09284,Entire home/apt,60,30,89,2022-05-14,0.87,7,1,0,
5145055,The Nola Uptown Studio- A Gorgeous Private Guesthouse,26599411,Birdie,,Uptown,29.92995,-90.10351,Entire home/apt,126,30,172,2023-10-29,1.56,1,127,9,"19RSTR-26349, 19OSTR-18260"
5152596,Cute 2 story cottage with parking steps to FQ!,26642486,Jose,,Treme - Lafitte,29.96820640563965,-90.06900024414062,Entire home/apt,152,2,230,2024-02-18,2.08,17,0,22,"17STR-10500, 20-OSTR-22542"
5174454,Treme Home 1/2mile to FrenchQuarter,26270653,Ben,,Treme - Lafitte,29.96989,-90.07108,Entire home/apt,135,30,367,2024-03-08,3.64,2,307,13,"23-RSTR-16158, 23-OSTR-16158"
5183173,Romantic Getaway in a Camelback Shotgun House,16133905,Corinna,,Central City,29.93277,-90.08817,Entire home/apt,195,3,119,2024-02-19,1.08,2,148,13,"19RSTR-26108, 20-OSTR-00558"
5228051,Brainard Inn - 2 bedroom and 1.5 bath,27053645,Janice,,Central City,29.93494,-90.08302,Entire home/apt,199,4,253,2024-03-05,2.29,1,152,18,"23-NSTR-14668, 23-OSTR-14617"
5231228,Seek out the Neighborhood Buzz from an Airy Apartment,27073114,Tad & Lainie,,Milan,29.92877,-90.09904,Entire home/apt,121,2,262,2024-02-29,2.37,1,0,32,"23-RSTR-10586, 23-OSTR-09560"
5241466,Simple Space in Heart of Bywater.,26490236,Kevin,,Bywater,29.96341,-90.04318,Entire home/apt,169,30,128,2020-03-10,1.16,1,358,0,"19STR-07994, 19-OSTR-0000"
5249582,French Quarter 2BR Apartment,9444970,Jd,,Central Business District,29.95237,-90.06861,Entire home/apt,,30,1,2017-03-01,0.01,1,0,0,
5262307,"City Park/Bayou: Clean, Spacious and Comfortable",27240759,Andrew,,Mid-City,29.97815,-90.0945,Entire home/apt,95,30,146,2024-03-04,1.32,1,39,13,"22RSTR-03418, 20OSTR-21283"
5270951,Cozy room with bikes!,6272365,Jennifer And Ryan,,St. Roch,29.97037,-90.05,Private room,80,30,206,2020-03-18,1.88,1,358,0,19STR-11955
5271235,Chic Bohemian Guest Suite,13902616,Jay And A,,Marigny,29.96728,-90.05947,Entire home/apt,164,2,394,2024-03-02,3.61,2,97,34,"22RSTR-07203, 22-OSTR-09819"
5271410,New Orleans Vacation Rental 2,20910802,Charley Lynn,,St. Roch,29.98255,-90.04947,Entire home/apt,450,30,5,2018-07-09,0.05,2,365,0,
5277030,"Block From Streetcar To City Park, Jazz Fest, FQ",15771182,Matt,,Mid-City,29.97065,-90.09612,Entire home/apt,157,30,1,2015-11-03,0.01,1,365,0,
5287282,Artistic 1B in lively mid city,27376428,Jas,,Mid-City,29.97156,-90.09883,Entire home/apt,120,30,130,2024-02-29,2.64,1,356,19,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
5297584,"Historic, Modern Marigny Home for 6",3398845,Srdjan,,St. Roch,29.9716,-90.05547,Entire home/apt,354,2,173,2024-02-25,1.58,1,98,13,"23-nstr-18133, 23-ostr-18567"
5304690,The Place to be for all Festivities (No pets),27474690,Joy,,Broadmoor,29.94124,-90.10465,Entire home/apt,120,30,78,2024-02-11,0.74,1,364,6,"19STR-25998, 20-OSTR-1828"
5307212,Charming Master Bedroom!!,27488896,Jennie,,Marlyville - Fontainbleau,29.95132,-90.10989,Entire home/apt,255,30,64,2020-02-27,0.58,1,365,0,19STR-22566
5307658,Creole Elegance on Esplanade Ridge,27491545,Beverly,,Treme - Lafitte,29.97317,-90.07486,Entire home/apt,100,30,168,2020-02-26,1.54,1,89,0,
5314061,Pied-à-terre Luxe with Outdoor Deck,391462,Georgia,,St. Roch,29.9692,-90.05385,Entire home/apt,98,3,350,2024-03-04,3.17,3,0,35,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
5318121,Peaceful Piety: For Quiet Guest,27550321,Sadie,,St. Claude,29.96954,-90.04143,Entire home/apt,130,30,29,2019-07-07,0.26,1,179,0,
5319707,We call it the Hirsch Hilton!,27560787,Kathy,,Mid-City,29.97748,-90.10826,Entire home/apt,106,1,60,2022-10-29,0.55,1,262,0,"19STR-21962, 19-OSTR-21962"
5336091,Charming 1bd near City Park,27653543,Gina,,Navarre,29.99088,-90.10653,Entire home/apt,,30,77,2016-12-20,0.70,1,0,0,
5336672,Stella Suite 1 block from Frenchmen,13059899,Asia,,Marigny,29.96266,-90.05698,Private room,88,1,160,2024-03-04,1.46,8,245,17,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
5337363,Quaint Bungalow in Riverbend area!,27660904,Suzanne,,Leonidas,29.95627,-90.12405,Private room,,30,26,2020-02-26,0.24,1,0,0,19STR-23250
5337453,Desire Suite 1 block from Frenchmen,13059899,Asia,,Marigny,29.96298,-90.05701,Private room,92,1,234,2024-03-04,2.14,8,153,27,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
5347300,2 Blocks off Canal St. Parade route,27564517,Jordan,,Tulane - Gravier,29.96538,-90.08654,Entire home/apt,247,4,137,2024-02-14,1.41,1,64,4,"22-RSTR-11110, 22-OSTR-11111"
5372867,Heart of Magazine Street Cozy & Chic NOLA Getaway,27852003,Anastasia,,Uptown,29.92135,-90.10932,Entire home/apt,158,2,274,2024-03-09,2.54,1,187,60,"21STR-05700, 22-OSTR-19911"
5395907,3 Bd-Historic/Spacious on Royal St!-22-CSTR-21820,27971013,Martin And Jamie,,Central Business District,29.95288,-90.06704,Entire home/apt,316,2,380,2024-03-08,3.47,3,0,32,"22-CSTR-21820, 23-OSTR-05638"
5405984,New Marigny (with parking & bikes!),28023662,Kesha,,Seventh Ward,29.97112,-90.05936,Private room,55,30,160,2023-02-27,1.45,2,57,0,
